ANIO_VIAJE,MES_VIAJE,LOCATION_ID_SALIDA,ZONE_SALIDA,LOCATION_ID_LLEGADA,ZONE_LLEGADA,Borough_SALIDA,Borough_LLEGADA,TOTAL_VIAJES,TRIP_DISTANCE,TOTAL_TARIFA
2011,1,37,Bushwick South,43,Central Park,Brooklyn,Manhattan,7,29.580000000000002,111.49999999999999
2011,1,100,Garment District,108,Gravesend,Manhattan,Brooklyn,12,202.75000000000003,466.4
2011,1,79,East Village,105,Governor's Island/Ellis Island/Liberty Island,Manhattan,Manhattan,5,16.87,58.1
2011,1,92,Flushing,57,Corona,Queens,Queens,6,8.680000000000001,36.599999999999994
2011,1,100,Garment District,115,Grymes Hill/Clifton,Manhattan,Staten Island,3,50.760000000000005,115.89999999999999
2011,1,106,Gowanus,48,Clinton East,Brooklyn,Manhattan,13,92.91,271.7
2011,1,22,Bensonhurst West,92,Flushing,Brooklyn,Queens,1,2.03,45.7
2011,1,119,Highbridge,42,Central Harlem North,Bronx,Manhattan,10,19.009999999999998,72.19999999999999
2011,1,122,Hollis,38,Cambria Heights,Queens,Queens,2,1.48,9.4
2011,1,121,Hillcrest/Pomonok,51,Co-Op City,Queens,Bronx,1,14.7,33.7
2011,1,80,East Williamsburg,67,Dyker Heights,Brooklyn,Brooklyn,2,20.43,47.8
2011,1,12,Battery Park,106,Gowanus,Manhattan,Brooklyn,1,4.65,12.9
2011,1,97,Fort Greene,16,Bayside,Brooklyn,Queens,1,15.95,35.7
2011,1,41,Central Harlem,66,DUMBO/Vinegar Hill,Manhattan,Brooklyn,4,43.86,110.8
2011,1,74,East Harlem North,54,Columbia Street,Manhattan,Brooklyn,1,11.8,27.3
2011,1,95,Forest Hills,71,East Flatbush/Farragut,Queens,Brooklyn,3,25.0,75.1
2011,1,6,Arrochar/Fort Wadsworth,118,Heartland Village/Todt Hill,Staten Island,Staten Island,4,7.75,31.6
2011,1,40,Carroll Gardens,83,Elmhurst/Maspeth,Brooklyn,Queens,2,17.810000000000002,44.2
2011,1,25,Boerum Hill,111,Green-Wood Cemetery,Brooklyn,Brooklyn,3,7.13,31.9
2011,1,93,Flushing Meadows-Corona Park,97,Fort Greene,Queens,Brooklyn,3,25.049999999999997,58.7
2011,1,25,Boerum Hill,63,Cypress Hills,Brooklyn,Brooklyn,4,33.39,86.0
2011,1,39,Canarsie,74,East Harlem North,Brooklyn,Manhattan,1,17.65,45.0
2011,1,63,Cypress Hills,79,East Village,Brooklyn,Manhattan,1,6.1,16.1
2011,1,112,Greenpoint,81,Eastchester,Brooklyn,Bronx,1,14.69,34.5
2011,1,114,Greenwich Village South,37,Bushwick South,Manhattan,Brooklyn,461,2173.7599999999993,6881.299999999999
2011,1,93,Flushing Meadows-Corona Park,93,Flushing Meadows-Corona Park,Queens,Queens,510,1196.64,5177.899999999998
2011,1,17,Bedford,37,Bushwick South,Brooklyn,Brooklyn,69,140.20999999999998,547.6999999999999
2011,1,40,Carroll Gardens,90,Flatiron,Brooklyn,Manhattan,126,693.93,2119.0
2011,1,45,Chinatown,88,Financial District South,Manhattan,Manhattan,493,629.1299999999999,2997.699999999996
2011,1,88,Financial District South,4,Alphabet City,Manhattan,Manhattan,468,1462.3600000000004,4584.4000000000015
2011,1,112,Greenpoint,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,33,151.41000000000003,436.5000000000001
2011,1,92,Flushing,53,College Point,Queens,Queens,454,907.4099999999979,3447.399999999997
2011,1,127,Inwood,7,Astoria,Manhattan,Queens,4,34.550000000000004,86.4
2011,1,50,Clinton West,78,East Tremont,Manhattan,Bronx,9,103.2,262.1
2011,1,114,Greenwich Village South,55,Coney Island,Manhattan,Brooklyn,14,217.98999999999998,515.4
2011,1,48,Clinton East,94,Fordham South,Manhattan,Bronx,51,528.53,1333.1000000000006
2011,1,50,Clinton West,32,Bronxdale,Manhattan,Bronx,5,63.39,150.1
2011,1,50,Clinton West,66,DUMBO/Vinegar Hill,Manhattan,Brooklyn,97,666.2099999999997,1898.5
2011,1,12,Battery Park,13,Battery Park City,Manhattan,Manhattan,166,150.11999999999998,936.4000000000001
2011,1,107,Gramercy,15,Bay Terrace/Fort Totten,Manhattan,Queens,12,198.4,450.4
2011,1,47,Claremont/Bathgate,32,Bronxdale,Bronx,Bronx,1,1.54,6.5
2011,1,52,Cobble Hill,50,Clinton West,Brooklyn,Manhattan,58,408.6899999999999,1233.8000000000002
2011,1,105,Governor's Island/Ellis Island/Liberty Island,97,Fort Greene,Manhattan,Brooklyn,3,31.13,83.2
2011,1,112,Greenpoint,83,Elmhurst/Maspeth,Brooklyn,Queens,16,66.34,195.6
2011,1,80,East Williamsburg,28,Briarwood/Jamaica Hills,Brooklyn,Queens,1,10.2,24.1
2011,1,33,Brooklyn Heights,121,Hillcrest/Pomonok,Brooklyn,Queens,1,12.7,28.1
2011,1,10,Baisley Park,9,Auburndale,Queens,Queens,1,9.8,22.9
2011,1,76,East New York,43,Central Park,Brooklyn,Manhattan,1,17.04,45.0
2011,1,33,Brooklyn Heights,102,Glendale,Brooklyn,Queens,1,8.7,21.7
2011,1,49,Clinton Hill,26,Borough Park,Brooklyn,Brooklyn,1,6.4,19.7
2011,1,79,East Village,50,Clinton West,Manhattan,Manhattan,2665,9616.359999999993,33737.70000000001
2011,1,87,Financial District North,48,Clinton East,Manhattan,Manhattan,1545,7945.340000000007,23944.90000000001
2011,1,33,Brooklyn Heights,112,Greenpoint,Brooklyn,Brooklyn,153,746.6399999999998,2102.899999999999
2011,1,119,Highbridge,119,Highbridge,Bronx,Bronx,133,212.03,1126.2
2011,1,47,Claremont/Bathgate,47,Claremont/Bathgate,Bronx,Bronx,97,205.20000000000002,897.3
2011,1,112,Greenpoint,73,East Flushing,Brooklyn,Queens,1,10.4,24.9
2011,1,50,Clinton West,29,Brighton Beach,Manhattan,Brooklyn,19,333.86,777.5
2011,1,87,Financial District North,127,Inwood,Manhattan,Manhattan,27,380.20999999999987,900.2999999999998
2011,1,38,Cambria Heights,113,Greenwich Village North,Queens,Manhattan,1,21.3,50.5
2011,1,43,Central Park,82,Elmhurst,Manhattan,Queens,43,303.2300000000001,888.6999999999999
2011,1,106,Gowanus,125,Hudson Sq,Brooklyn,Manhattan,13,59.849999999999994,170.1
2011,1,24,Bloomingdale,66,DUMBO/Vinegar Hill,Manhattan,Brooklyn,10,106.23,271.40000000000003
2011,1,107,Gramercy,120,Highbridge Park,Manhattan,Manhattan,4,44.739999999999995,111.19999999999999
2011,1,124,Howard Beach,2,Jamaica Bay,Queens,Queens,13,95.04,261.69999999999993
2011,1,49,Clinton Hill,113,Greenwich Village North,Brooklyn,Manhattan,26,116.37999999999998,372.2
2011,1,27,Breezy Point/Fort Tilden/Riis Beach,27,Breezy Point/Fort Tilden/Riis Beach,Queens,Queens,30,42.260000000000005,294.3
2011,1,2,Jamaica Bay,76,East New York,Queens,Brooklyn,7,20.58,75.10000000000001
2011,1,87,Financial District North,16,Bayside,Manhattan,Queens,8,136.63,312.0
2011,1,4,Alphabet City,22,Bensonhurst West,Manhattan,Brooklyn,9,112.24,264.9
2011,1,114,Greenwich Village South,94,Fordham South,Manhattan,Bronx,4,53.36000000000001,128.8
2011,1,90,Flatiron,47,Claremont/Bathgate,Manhattan,Bronx,3,32.15,78.30000000000001
2011,1,78,East Tremont,20,Belmont,Bronx,Bronx,6,8.25,37.4
2011,1,45,Chinatown,120,Highbridge Park,Manhattan,Manhattan,1,11.7,28.9
2011,1,31,Bronx Park,60,Crotona Park East,Bronx,Bronx,1,1.76,7.7
2011,1,26,Borough Park,40,Carroll Gardens,Brooklyn,Brooklyn,2,8.92,25.0
2011,1,36,Bushwick North,68,East Chelsea,Brooklyn,Manhattan,1,6.0,19.3
2011,1,50,Clinton West,38,Cambria Heights,Manhattan,Queens,1,18.0,40.9
2011,1,116,Hamilton Heights,54,Columbia Street,Manhattan,Brooklyn,1,12.3,32.1
2011,1,73,East Flushing,53,College Point,Queens,Queens,1,0.41,13.3
2011,1,4,Alphabet City,60,Crotona Park East,Manhattan,Bronx,1,9.24,24.1
2011,1,4,Alphabet City,79,East Village,Manhattan,Manhattan,5138,4012.1899999999864,24780.389999999963
2011,1,43,Central Park,107,Gramercy,Manhattan,Manhattan,1276,4122.660000000005,15061.600000000006
2011,1,69,East Concourse/Concourse Village,74,East Harlem North,Bronx,Manhattan,8,19.560000000000002,67.6
2011,1,33,Brooklyn Heights,49,Clinton Hill,Brooklyn,Brooklyn,398,821.6699999999997,3482.2000000000007
2011,1,25,Boerum Hill,75,East Harlem South,Brooklyn,Manhattan,58,559.9199999999998,1369.3999999999996
2011,1,125,Hudson Sq,37,Bushwick South,Manhattan,Brooklyn,165,832.05,2628.500000000001
2011,1,50,Clinton West,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,39,457.98999999999995,1159.9
2011,1,65,Downtown Brooklyn/MetroTech,4,Alphabet City,Brooklyn,Manhattan,146,510.15999999999997,1593.4
2011,1,100,Garment District,76,East New York,Manhattan,Brooklyn,16,220.06,602.8
2011,1,33,Brooklyn Heights,17,Bedford,Brooklyn,Brooklyn,115,351.45000000000005,1287.4999999999998
2011,1,50,Clinton West,82,Elmhurst,Manhattan,Queens,40,300.69,849.6000000000003
2011,1,114,Greenwich Village South,35,Brownsville,Manhattan,Brooklyn,14,112.83000000000001,353.00000000000006
2011,1,116,Hamilton Heights,82,Elmhurst,Manhattan,Queens,7,74.07,193.1
2011,1,113,Greenwich Village North,57,Corona,Manhattan,Queens,4,41.019999999999996,104.4
2011,1,126,Hunts Point,53,College Point,Bronx,Queens,13,35.61,124.50000000000001
2011,1,12,Battery Park,49,Clinton Hill,Manhattan,Brooklyn,4,17.7,51.599999999999994
2011,1,21,Bensonhurst East,75,East Harlem South,Brooklyn,Manhattan,1,4.2,12.1
2011,1,90,Flatiron,11,Bath Beach,Manhattan,Brooklyn,8,111.74,266.4
2011,1,14,Bay Ridge,109,Great Kills,Brooklyn,Staten Island,1,12.32,28.9
2011,1,108,Gravesend,88,Financial District South,Brooklyn,Manhattan,1,2.87,8.5
2011,1,105,Governor's Island/Ellis Island/Liberty Island,65,Downtown Brooklyn/MetroTech,Manhattan,Brooklyn,1,6.44,16.9
2011,1,54,Columbia Street,80,East Williamsburg,Brooklyn,Brooklyn,10,47.93,132.6
2011,1,12,Battery Park,125,Hudson Sq,Manhattan,Manhattan,26,51.14000000000001,209.39999999999998
2011,1,41,Central Harlem,49,Clinton Hill,Manhattan,Brooklyn,13,163.45999999999998,415.3
2011,1,69,East Concourse/Concourse Village,113,Greenwich Village North,Bronx,Manhattan,2,11.239999999999998,35.0
2011,1,97,Fort Greene,67,Dyker Heights,Brooklyn,Brooklyn,5,39.50000000000001,110.1
2011,1,97,Fort Greene,24,Bloomingdale,Brooklyn,Manhattan,4,40.87,108.0
2011,1,102,Glendale,56,Corona,Queens,Queens,1,9.66,26.9
2011,1,34,Brooklyn Navy Yard,7,Astoria,Brooklyn,Queens,2,13.94,36.2
2011,1,91,Flatlands,4,Alphabet City,Brooklyn,Manhattan,1,8.9,24.1
2011,1,37,Bushwick South,2,Jamaica Bay,Brooklyn,Queens,1,17.93,45.0
2011,1,63,Cypress Hills,2,Jamaica Bay,Brooklyn,Queens,1,19.39,45.0
2011,1,125,Hudson Sq,100,Garment District,Manhattan,Manhattan,1332,3186.3099999999968,11905.199999999999
2011,1,79,East Village,21,Bensonhurst East,Manhattan,Brooklyn,61,807.23,1952.1000000000004
2011,1,45,Chinatown,79,East Village,Manhattan,Manhattan,1470,2138.040000000004,10430.200000000003
2011,1,48,Clinton East,106,Gowanus,Manhattan,Brooklyn,80,660.79,1830.3999999999999
2011,1,107,Gramercy,51,Co-Op City,Manhattan,Bronx,8,124.47,279.6
2011,1,125,Hudson Sq,112,Greenpoint,Manhattan,Brooklyn,488,2398.290000000001,7196.800000000002
2011,1,24,Bloomingdale,13,Battery Park City,Manhattan,Manhattan,91,701.9199999999996,1855.1
2011,1,25,Boerum Hill,67,Dyker Heights,Brooklyn,Brooklyn,18,124.66999999999999,325.40000000000003
2011,1,48,Clinton East,72,East Flatbush/Remsen Village,Manhattan,Brooklyn,19,219.99,618.3000000000001
2011,1,87,Financial District North,49,Clinton Hill,Manhattan,Brooklyn,241,957.2300000000001,3169.300000000001
2011,1,17,Bedford,119,Highbridge,Brooklyn,Bronx,1,14.8,34.5
2011,1,92,Flushing,48,Clinton East,Queens,Manhattan,6,71.32000000000001,175.0
2011,1,87,Financial District North,17,Bedford,Manhattan,Brooklyn,122,577.9099999999999,1816.1999999999996
2011,1,48,Clinton East,92,Flushing,Manhattan,Queens,47,582.7600000000001,1462.3
2011,1,33,Brooklyn Heights,24,Bloomingdale,Brooklyn,Manhattan,13,142.64000000000001,364.50000000000006
2011,1,107,Gramercy,69,East Concourse/Concourse Village,Manhattan,Bronx,47,398.9899999999999,1033.9
2011,1,48,Clinton East,26,Borough Park,Manhattan,Brooklyn,44,541.8800000000001,1379.2999999999997
2011,1,10,Baisley Park,79,East Village,Queens,Manhattan,32,473.44,1440.0
2011,1,66,DUMBO/Vinegar Hill,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,23,138.82999999999998,372.30000000000007
2011,1,11,Bath Beach,100,Garment District,Brooklyn,Manhattan,3,15.29,51.099999999999994
2011,1,52,Cobble Hill,85,Erasmus,Brooklyn,Brooklyn,5,23.970000000000002,75.69999999999999
2011,1,114,Greenwich Village South,64,Douglaston,Manhattan,Queens,7,119.39000000000001,277.5
2011,1,28,Briarwood/Jamaica Hills,22,Bensonhurst West,Queens,Brooklyn,1,19.1,41.7
2011,1,50,Clinton West,44,Charleston/Tottenville,Manhattan,Staten Island,1,29.09,62.9
2011,1,48,Clinton East,77,East New York/Pennsylvania Avenue,Manhattan,Brooklyn,8,100.12,280.4
2011,1,114,Greenwich Village South,23,Bloomfield/Emerson Hill,Manhattan,Staten Island,3,50.01,114.3
2011,1,53,College Point,56,Corona,Queens,Queens,2,12.959999999999999,33.0
2011,1,117,Hammels/Arverne,100,Garment District,Queens,Manhattan,1,2.58,8.9
2011,1,64,Douglaston,38,Cambria Heights,Queens,Queens,1,8.13,19.3
2011,1,42,Central Harlem North,37,Bushwick South,Manhattan,Brooklyn,1,12.2,30.9
2011,1,114,Greenwich Village South,6,Arrochar/Fort Wadsworth,Manhattan,Staten Island,1,15.9,36.1
2011,1,119,Highbridge,113,Greenwich Village North,Bronx,Manhattan,1,0.8,5.3
2011,1,115,Grymes Hill/Clifton,48,Clinton East,Staten Island,Manhattan,1,0.7,4.5
2011,1,30,Broad Channel,2,Jamaica Bay,Queens,Queens,1,0.59,4.1
2011,1,73,East Flushing,57,Corona,Queens,Queens,1,9.42,22.9
2011,1,84,Eltingville/Annadale/Prince's Bay,23,Bloomfield/Emerson Hill,Staten Island,Staten Island,1,7.37,17.3
2011,1,93,Flushing Meadows-Corona Park,24,Bloomingdale,Queens,Manhattan,1,11.86,45.0
2011,1,107,Gramercy,97,Fort Greene,Manhattan,Brooklyn,455,2031.8500000000026,6610.300000000006
2011,1,33,Brooklyn Heights,50,Clinton West,Brooklyn,Manhattan,80,524.7599999999998,1574.8000000000006
2011,1,113,Greenwich Village North,4,Alphabet City,Manhattan,Manhattan,3642,4391.890000000006,23476.299999999967
2011,1,74,East Harlem North,126,Hunts Point,Manhattan,Bronx,31,134.56,408.29999999999995
2011,1,61,Crown Heights North,113,Greenwich Village North,Brooklyn,Manhattan,10,60.46,201.8
2011,1,90,Flatiron,93,Flushing Meadows-Corona Park,Manhattan,Queens,6,83.18,216.4
2011,1,25,Boerum Hill,43,Central Park,Brooklyn,Manhattan,16,142.5,376.80000000000007
2011,1,26,Borough Park,107,Gramercy,Brooklyn,Manhattan,3,4.6,17.900000000000002
2011,1,12,Battery Park,115,Grymes Hill/Clifton,Manhattan,Staten Island,4,54.83,126.4
2011,1,89,Flatbush/Ditmas Park,79,East Village,Brooklyn,Manhattan,7,52.92,145.9
2011,1,125,Hudson Sq,106,Gowanus,Manhattan,Brooklyn,99,446.21999999999986,1356.6999999999998
2011,1,7,Astoria,28,Briarwood/Jamaica Hills,Queens,Queens,19,175.4,419.8999999999999
2011,1,52,Cobble Hill,88,Financial District South,Brooklyn,Manhattan,72,274.71,891.1999999999999
2011,1,95,Forest Hills,61,Crown Heights North,Queens,Brooklyn,6,43.82,115.4
2011,1,57,Corona,57,Corona,Queens,Queens,21,52.019999999999996,198.79999999999998
2011,1,48,Clinton East,2,Jamaica Bay,Manhattan,Queens,4,71.05,180.0
2011,1,65,Downtown Brooklyn/MetroTech,21,Bensonhurst East,Brooklyn,Brooklyn,7,63.14,171.9
2011,1,42,Central Harlem North,81,Eastchester,Manhattan,Bronx,4,46.459999999999994,113.60000000000001
2011,1,125,Hudson Sq,78,East Tremont,Manhattan,Bronx,7,106.94999999999999,254.70000000000002
2011,1,74,East Harlem North,122,Hollis,Manhattan,Queens,1,15.4,34.5
2011,1,66,DUMBO/Vinegar Hill,105,Governor's Island/Ellis Island/Liberty Island,Brooklyn,Manhattan,2,11.99,31.4
2011,1,88,Financial District South,76,East New York,Manhattan,Brooklyn,1,9.89,24.1
2011,1,82,Elmhurst,87,Financial District North,Queens,Manhattan,4,34.29,110.10000000000001
2011,1,20,Belmont,126,Hunts Point,Bronx,Bronx,2,6.710000000000001,19.8
2011,1,4,Alphabet City,94,Fordham South,Manhattan,Bronx,1,10.9,27.3
2011,1,88,Financial District South,102,Glendale,Manhattan,Queens,1,12.46,30.1
2011,1,121,Hillcrest/Pomonok,9,Auburndale,Queens,Queens,1,3.58,15.7
2011,1,32,Bronxdale,37,Bushwick South,Bronx,Brooklyn,1,6.5,17.7
2011,1,54,Columbia Street,67,Dyker Heights,Brooklyn,Brooklyn,1,6.2,15.7
2011,1,36,Bushwick North,75,East Harlem South,Brooklyn,Manhattan,1,9.1,25.3
2011,1,62,Crown Heights South,125,Hudson Sq,Brooklyn,Manhattan,1,7.16,24.5
2011,1,90,Flatiron,87,Financial District North,Manhattan,Manhattan,2086,6582.609999999995,22322.60000000002
2011,1,88,Financial District South,13,Battery Park City,Manhattan,Manhattan,1515,1658.790000000001,8901.499999999995
2011,1,49,Clinton Hill,65,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn,92,142.10999999999996,614.8
2011,1,80,East Williamsburg,49,Clinton Hill,Brooklyn,Brooklyn,283,782.8700000000002,2673.8999999999974
2011,1,125,Hudson Sq,53,College Point,Manhattan,Queens,2,30.4,71.0
2011,1,100,Garment District,119,Highbridge,Manhattan,Bronx,30,306.8700000000001,766.1999999999999
2011,1,101,Glen Oaks,101,Glen Oaks,Queens,Queens,94,201.76,1128.3999999999996
2011,1,97,Fort Greene,76,East New York,Brooklyn,Brooklyn,17,97.63000000000001,300.5
2011,1,87,Financial District North,3,Allerton/Pelham Gardens,Manhattan,Bronx,14,249.16000000000008,581.4
2011,1,41,Central Harlem,71,East Flatbush/Farragut,Manhattan,Brooklyn,1,17.25,51.3
2011,1,61,Crown Heights North,45,Chinatown,Brooklyn,Manhattan,1,4.0,13.7
2011,1,96,Forest Park/Highland Park,63,Cypress Hills,Queens,Brooklyn,13,53.89,152.90000000000003
2011,1,88,Financial District South,127,Inwood,Manhattan,Manhattan,9,126.74000000000001,306.5
2011,1,4,Alphabet City,3,Allerton/Pelham Gardens,Manhattan,Bronx,2,29.6,67.0
2011,1,54,Columbia Street,1,Newark Airport,Brooklyn,EWR,3,55.98,170.5
2011,1,61,Crown Heights North,87,Financial District North,Brooklyn,Manhattan,4,21.31,64.0
2011,1,108,Gravesend,22,Bensonhurst West,Brooklyn,Brooklyn,2,6.2,23.4
2011,1,89,Flatbush/Ditmas Park,113,Greenwich Village North,Brooklyn,Manhattan,3,22.48,65.9
2011,1,25,Boerum Hill,102,Glendale,Brooklyn,Queens,3,25.490000000000002,67.1
2011,1,121,Hillcrest/Pomonok,112,Greenpoint,Queens,Brooklyn,1,11.74,29.7
2011,1,37,Bushwick South,92,Flushing,Brooklyn,Queens,2,23.5,63.8
2011,1,72,East Flatbush/Remsen Village,97,Fort Greene,Brooklyn,Brooklyn,1,1.34,7.3
2011,1,14,Bay Ridge,39,Canarsie,Brooklyn,Brooklyn,1,14.7,32.1
2011,1,80,East Williamsburg,116,Hamilton Heights,Brooklyn,Manhattan,9,107.72999999999999,271.7
2011,1,4,Alphabet City,74,East Harlem North,Manhattan,Manhattan,210,1332.85,3602.199999999998
2011,1,106,Gowanus,14,Bay Ridge,Brooklyn,Brooklyn,57,252.38000000000002,734.1
2011,1,17,Bedford,36,Bushwick North,Brooklyn,Brooklyn,28,70.39999999999998,261.2
2011,1,42,Central Harlem North,43,Central Park,Manhattan,Manhattan,182,466.33000000000015,1717.4000000000005
2011,1,100,Garment District,14,Bay Ridge,Manhattan,Brooklyn,201,2392.0899999999992,6012.899999999999
2011,1,92,Flushing,73,East Flushing,Queens,Queens,118,196.12999999999997,835.4
2011,1,14,Bay Ridge,55,Coney Island,Brooklyn,Brooklyn,2,10.95,28.2
2011,1,106,Gowanus,25,Boerum Hill,Brooklyn,Brooklyn,95,120.83,607.6
2011,1,54,Columbia Street,105,Governor's Island/Ellis Island/Liberty Island,Brooklyn,Manhattan,20,40.57,163.99999999999997
2011,1,122,Hollis,122,Hollis,Queens,Queens,34,91.69999999999997,361.20000000000005
2011,1,92,Flushing,68,East Chelsea,Queens,Manhattan,5,62.169999999999995,152.9
2011,1,74,East Harlem North,36,Bushwick North,Manhattan,Brooklyn,7,80.52,205.9
2011,1,100,Garment District,11,Bath Beach,Manhattan,Brooklyn,12,196.87,462.00000000000006
2011,1,95,Forest Hills,127,Inwood,Queens,Manhattan,4,63.94,150.39999999999998
2011,1,106,Gowanus,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,14,36.4,134.99999999999997
2011,1,4,Alphabet City,126,Hunts Point,Manhattan,Bronx,5,50.52000000000001,121.3
2011,1,125,Hudson Sq,126,Hunts Point,Manhattan,Bronx,3,39.370000000000005,94.3
2011,1,28,Briarwood/Jamaica Hills,80,East Williamsburg,Queens,Brooklyn,1,10.6,28.9
2011,1,74,East Harlem North,21,Bensonhurst East,Manhattan,Brooklyn,1,1.69,38.5
2011,1,45,Chinatown,84,Eltingville/Annadale/Prince's Bay,Manhattan,Staten Island,1,21.94,50.5
2011,1,61,Crown Heights North,92,Flushing,Brooklyn,Queens,1,12.18,29.7
2011,1,123,Homecrest,12,Battery Park,Brooklyn,Manhattan,1,1.1,5.7
2011,1,35,Brownsville,68,East Chelsea,Brooklyn,Manhattan,1,0.5,3.7
2011,1,41,Central Harlem,116,Hamilton Heights,Manhattan,Manhattan,509,1007.7099999999997,4006.1000000000026
2011,1,24,Bloomingdale,41,Central Harlem,Manhattan,Manhattan,1444,1535.0399999999993,8467.2
2011,1,74,East Harlem North,42,Central Harlem North,Manhattan,Manhattan,1101,1771.4600000000019,7823.900000000003
2011,1,75,East Harlem South,120,Highbridge Park,Manhattan,Manhattan,7,37.849999999999994,105.5
2011,1,17,Bedford,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,14,35.739999999999995,126.6
2011,1,82,Elmhurst,53,College Point,Queens,Queens,10,63.269999999999996,169.4
2011,1,54,Columbia Street,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,6,30.32,89.4
2011,1,65,Downtown Brooklyn/MetroTech,100,Garment District,Brooklyn,Manhattan,163,871.9699999999999,2624.699999999999
2011,1,62,Crown Heights South,71,East Flatbush/Farragut,Brooklyn,Brooklyn,5,10.610000000000001,40.9
2011,1,36,Bushwick North,114,Greenwich Village South,Brooklyn,Manhattan,3,15.940000000000001,48.3
2011,1,52,Cobble Hill,48,Clinton East,Brooklyn,Manhattan,129,908.8700000000001,2623.7000000000007
2011,1,93,Flushing Meadows-Corona Park,95,Forest Hills,Queens,Queens,46,102.26000000000002,391.8
2011,1,75,East Harlem South,66,DUMBO/Vinegar Hill,Manhattan,Brooklyn,15,145.05,378.7
2011,1,29,Brighton Beach,87,Financial District North,Brooklyn,Manhattan,1,13.9,30.9
2011,1,67,Dyker Heights,22,Bensonhurst West,Brooklyn,Brooklyn,11,20.32,81.10000000000001
2011,1,125,Hudson Sq,9,Auburndale,Manhattan,Queens,4,66.66,154.4
2011,1,29,Brighton Beach,123,Homecrest,Brooklyn,Brooklyn,7,8.43,43.5
2011,1,7,Astoria,4,Alphabet City,Queens,Manhattan,44,292.90000000000003,819.2
2011,1,68,East Chelsea,105,Governor's Island/Ellis Island/Liberty Island,Manhattan,Manhattan,4,16.560000000000002,54.0
2011,1,34,Brooklyn Navy Yard,87,Financial District North,Brooklyn,Manhattan,4,12.22,41.199999999999996
2011,1,91,Flatlands,26,Borough Park,Brooklyn,Brooklyn,1,3.73,12.1
2011,1,118,Heartland Village/Todt Hill,109,Great Kills,Staten Island,Staten Island,4,5.88,27.199999999999996
2011,1,79,East Village,10,Baisley Park,Manhattan,Queens,4,61.47,147.7
2011,1,13,Battery Park City,32,Bronxdale,Manhattan,Bronx,3,51.19,115.9
2011,1,82,Elmhurst,33,Brooklyn Heights,Queens,Brooklyn,3,19.979999999999997,55.9
