ANIO_VIAJE,MES_VIAJE,LOCATION_ID_SALIDA,ZONE_SALIDA,LOCATION_ID_LLEGADA,ZONE_LLEGADA,Borough_SALIDA,Borough_LLEGADA,TOTAL_VIAJES,TRIP_DISTANCE,TOTAL_TARIFA
2011,2,80,East Williamsburg,74,East Harlem North,Brooklyn,Manhattan,14,124.72999999999999,315.0
2011,2,82,Elmhurst,28,Briarwood/Jamaica Hills,Queens,Queens,8,38.71,112.80000000000001
2011,2,113,Greenwich Village North,19,Bellerose,Manhattan,Queens,2,36.65,84.2
2011,2,111,Green-Wood Cemetery,26,Borough Park,Brooklyn,Brooklyn,4,11.48,42.800000000000004
2011,2,89,Flatbush/Ditmas Park,49,Clinton Hill,Brooklyn,Brooklyn,13,51.709999999999994,165.3
2011,2,7,Astoria,124,Howard Beach,Queens,Queens,2,27.9,71.0
2011,2,72,East Flatbush/Remsen Village,76,East New York,Brooklyn,Brooklyn,7,17.369999999999997,60.3
2011,2,60,Crotona Park East,89,Flatbush/Ditmas Park,Bronx,Brooklyn,1,22.2,50.5
2011,2,56,Corona,73,East Flushing,Queens,Queens,2,24.38,59.1
2011,2,68,East Chelsea,57,Corona,Manhattan,Queens,5,55.760000000000005,145.7
2011,2,36,Bushwick North,4,Alphabet City,Brooklyn,Manhattan,11,64.86,187.89999999999998
2011,2,35,Brownsville,63,Cypress Hills,Brooklyn,Brooklyn,5,22.13,61.7
2011,2,36,Bushwick North,40,Carroll Gardens,Brooklyn,Brooklyn,5,36.31,94.10000000000001
2011,2,43,Central Park,63,Cypress Hills,Manhattan,Brooklyn,1,17.45,39.3
2011,2,37,Bushwick South,9,Auburndale,Brooklyn,Queens,1,1.95,8.9
2011,2,65,Downtown Brooklyn/MetroTech,37,Bushwick South,Brooklyn,Brooklyn,84,314.3700000000001,1009.2000000000003
2011,2,25,Boerum Hill,54,Columbia Street,Brooklyn,Brooklyn,201,234.73999999999992,1125.3000000000002
2011,2,125,Hudson Sq,33,Brooklyn Heights,Manhattan,Brooklyn,478,1458.3300000000002,5048.6
2011,2,125,Hudson Sq,24,Bloomingdale,Manhattan,Manhattan,137,883.5999999999996,2455.3000000000006
2011,2,112,Greenpoint,48,Clinton East,Brooklyn,Manhattan,80,480.29000000000013,1415.5999999999995
2011,2,40,Carroll Gardens,68,East Chelsea,Brooklyn,Manhattan,160,902.7399999999996,2752.7999999999997
2011,2,7,Astoria,75,East Harlem South,Queens,Manhattan,281,1458.4699999999993,4256.099999999998
2011,2,68,East Chelsea,106,Gowanus,Manhattan,Brooklyn,141,947.9400000000004,2813.700000000001
2011,2,45,Chinatown,4,Alphabet City,Manhattan,Manhattan,476,902.7600000000002,3960.399999999996
2011,2,80,East Williamsburg,54,Columbia Street,Brooklyn,Brooklyn,23,107.49,283.09999999999997
2011,2,68,East Chelsea,97,Fort Greene,Manhattan,Brooklyn,450,2426.749999999998,7931.799999999995
2011,2,97,Fort Greene,50,Clinton West,Brooklyn,Manhattan,66,428.76,1227.0000000000002
2011,2,37,Bushwick South,77,East New York/Pennsylvania Avenue,Brooklyn,Brooklyn,11,32.66,111.49999999999999
2011,2,50,Clinton West,12,Battery Park,Manhattan,Manhattan,151,689.5699999999999,2151.099999999999
2011,2,50,Clinton West,1,Newark Airport,Manhattan,EWR,171,2796.440000000001,9139.0
2011,2,48,Clinton East,94,Fordham South,Manhattan,Bronx,48,506.40000000000003,1291.6000000000004
2011,2,105,Governor's Island/Ellis Island/Liberty Island,105,Governor's Island/Ellis Island/Liberty Island,Manhattan,Manhattan,175,299.38999999999976,1330.5000000000002
2011,2,88,Financial District South,75,East Harlem South,Manhattan,Manhattan,154,1276.0599999999995,3263.3999999999983
2011,2,13,Battery Park City,123,Homecrest,Manhattan,Brooklyn,25,226.39999999999995,632.4999999999999
2011,2,65,Downtown Brooklyn/MetroTech,6,Arrochar/Fort Wadsworth,Brooklyn,Staten Island,3,33.23,76.7
2011,2,107,Gramercy,63,Cypress Hills,Manhattan,Brooklyn,10,112.02,311.8
2011,2,33,Brooklyn Heights,85,Erasmus,Brooklyn,Brooklyn,8,39.900000000000006,131.6
2011,2,33,Brooklyn Heights,35,Brownsville,Brooklyn,Brooklyn,12,70.94,216.4
2011,2,26,Borough Park,14,Bay Ridge,Brooklyn,Brooklyn,9,43.029999999999994,125.7
2011,2,95,Forest Hills,80,East Williamsburg,Queens,Brooklyn,20,123.26000000000002,348.4000000000001
2011,2,102,Glendale,63,Cypress Hills,Queens,Brooklyn,5,18.17,61.70000000000001
2011,2,97,Fort Greene,76,East New York,Brooklyn,Brooklyn,17,119.32000000000001,350.0999999999999
2011,2,106,Gowanus,45,Chinatown,Brooklyn,Manhattan,10,36.660000000000004,110.60000000000001
2011,2,26,Borough Park,33,Brooklyn Heights,Brooklyn,Brooklyn,1,19.35,47.7
2011,2,16,Bayside,61,Crown Heights North,Queens,Brooklyn,1,14.4,32.5
2011,2,2,Jamaica Bay,90,Flatiron,Queens,Manhattan,1,17.64,45.0
2011,2,123,Homecrest,82,Elmhurst,Brooklyn,Queens,1,14.76,33.7
2011,2,68,East Chelsea,73,East Flushing,Manhattan,Queens,1,11.3,26.9
2011,2,121,Hillcrest/Pomonok,97,Fort Greene,Queens,Brooklyn,1,13.38,34.9
2011,2,123,Homecrest,47,Claremont/Bathgate,Brooklyn,Bronx,1,21.35,49.7
2011,2,48,Clinton East,112,Greenpoint,Manhattan,Brooklyn,834,4428.33,13621.399999999989
2011,2,73,East Flushing,73,East Flushing,Queens,Queens,183,603.99,2096.399999999999
2011,2,52,Cobble Hill,13,Battery Park City,Brooklyn,Manhattan,155,594.5400000000003,1939.1000000000001
2011,2,71,East Flatbush/Farragut,71,East Flatbush/Farragut,Brooklyn,Brooklyn,145,277.7,1348.2000000000003
2011,2,32,Bronxdale,31,Bronx Park,Bronx,Bronx,50,96.69,402.6
2011,2,33,Brooklyn Heights,112,Greenpoint,Brooklyn,Brooklyn,186,865.2400000000005,2537.7999999999997
2011,2,7,Astoria,33,Brooklyn Heights,Queens,Brooklyn,31,262.38000000000005,703.0999999999999
2011,2,41,Central Harlem,90,Flatiron,Manhattan,Manhattan,151,842.4699999999999,2585.9
2011,2,89,Flatbush/Ditmas Park,114,Greenwich Village South,Brooklyn,Manhattan,4,20.5,60.4
2011,2,48,Clinton East,115,Grymes Hill/Clifton,Manhattan,Staten Island,7,108.09,251.49999999999997
2011,2,40,Carroll Gardens,50,Clinton West,Brooklyn,Manhattan,43,317.31,895.5000000000001
2011,2,126,Hunts Point,75,East Harlem South,Bronx,Manhattan,5,14.510000000000002,47.7
2011,2,105,Governor's Island/Ellis Island/Liberty Island,48,Clinton East,Manhattan,Manhattan,2,7.04,22.6
2011,2,66,DUMBO/Vinegar Hill,67,Dyker Heights,Brooklyn,Brooklyn,5,36.24,88.89999999999999
2011,2,70,East Elmhurst,112,Greenpoint,Queens,Brooklyn,6,41.62,108.2
2011,2,42,Central Harlem North,80,East Williamsburg,Manhattan,Brooklyn,7,61.64,163.9
2011,2,125,Hudson Sq,35,Brownsville,Manhattan,Brooklyn,7,56.010000000000005,157.1
2011,2,8,Astoria Park,127,Inwood,Queens,Manhattan,1,6.9,16.5
2011,2,96,Forest Park/Highland Park,48,Clinton East,Queens,Manhattan,1,15.0,35.3
2011,2,114,Greenwich Village South,120,Highbridge Park,Manhattan,Manhattan,3,29.25,80.3
2011,2,61,Crown Heights North,124,Howard Beach,Brooklyn,Queens,3,20.66,56.3
2011,2,92,Flushing,117,Hammels/Arverne,Queens,Queens,1,16.71,38.9
2011,2,113,Greenwich Village North,51,Co-Op City,Manhattan,Bronx,5,69.84000000000002,224.09999999999997
2011,2,25,Boerum Hill,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,316,424.7700000000002,2114.3999999999996
2011,2,36,Bushwick North,36,Bushwick North,Brooklyn,Brooklyn,210,278.2800000000001,1494.4999999999993
2011,2,4,Alphabet City,17,Bedford,Manhattan,Brooklyn,141,610.76,2005.3000000000009
2011,2,97,Fort Greene,37,Bushwick South,Brooklyn,Brooklyn,147,521.0099999999998,1801.5000000000011
2011,2,25,Boerum Hill,65,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn,379,325.4800000000001,2055.300000000001
2011,2,34,Brooklyn Navy Yard,107,Gramercy,Brooklyn,Manhattan,6,27.38,84.60000000000001
2011,2,68,East Chelsea,78,East Tremont,Manhattan,Bronx,19,231.78000000000003,567.1000000000001
2011,2,97,Fort Greene,75,East Harlem South,Brooklyn,Manhattan,37,363.83000000000004,940.9000000000001
2011,2,87,Financial District North,32,Bronxdale,Manhattan,Bronx,9,135.06,350.1
2011,2,31,Bronx Park,47,Claremont/Bathgate,Bronx,Bronx,2,5.96,20.6
2011,2,93,Flushing Meadows-Corona Park,113,Greenwich Village North,Queens,Manhattan,8,61.260000000000005,284.2
2011,2,116,Hamilton Heights,12,Battery Park,Manhattan,Manhattan,12,119.78999999999999,312.8
2011,2,4,Alphabet City,28,Briarwood/Jamaica Hills,Manhattan,Queens,8,115.66,307.0
2011,2,80,East Williamsburg,116,Hamilton Heights,Brooklyn,Manhattan,12,145.49999999999997,359.20000000000005
2011,2,52,Cobble Hill,22,Bensonhurst West,Brooklyn,Brooklyn,7,55.31,140.29999999999998
2011,2,80,East Williamsburg,76,East New York,Brooklyn,Brooklyn,8,59.720000000000006,163.7
2011,2,27,Breezy Point/Fort Tilden/Riis Beach,39,Canarsie,Queens,Brooklyn,2,1.96,11.399999999999999
2011,2,78,East Tremont,126,Hunts Point,Bronx,Bronx,3,25.51,65.1
2011,2,45,Chinatown,18,Bedford Park,Manhattan,Bronx,2,33.17,84.2
2011,2,17,Bedford,123,Homecrest,Brooklyn,Brooklyn,1,6.5,19.3
2011,2,65,Downtown Brooklyn/MetroTech,55,Coney Island,Brooklyn,Brooklyn,7,90.24999999999999,211.1
2011,2,9,Auburndale,55,Coney Island,Queens,Brooklyn,1,21.77,53.3
2011,2,64,Douglaston,53,College Point,Queens,Queens,1,1.16,4.9
2011,2,74,East Harlem North,53,College Point,Manhattan,Queens,2,14.43,39.4
2011,2,25,Boerum Hill,70,East Elmhurst,Brooklyn,Queens,2,22.73,57.4
2011,2,95,Forest Hills,89,Flatbush/Ditmas Park,Queens,Brooklyn,1,14.91,42.5
2011,2,68,East Chelsea,75,East Harlem South,Manhattan,Manhattan,1188,5910.200000000016,17845.60000000002
2011,2,13,Battery Park City,12,Battery Park,Manhattan,Manhattan,522,453.03999999999985,2638.2999999999956
2011,2,90,Flatiron,116,Hamilton Heights,Manhattan,Manhattan,523,3936.72,10589.499999999987
2011,2,40,Carroll Gardens,62,Crown Heights South,Brooklyn,Brooklyn,33,92.24,350.50000000000006
2011,2,65,Downtown Brooklyn/MetroTech,41,Central Harlem,Brooklyn,Manhattan,35,340.81000000000006,897.5
2011,2,25,Boerum Hill,48,Clinton East,Brooklyn,Manhattan,148,999.9300000000005,2898.7999999999993
2011,2,107,Gramercy,69,East Concourse/Concourse Village,Manhattan,Bronx,54,474.55,1287.0
2011,2,74,East Harlem North,51,Co-Op City,Manhattan,Bronx,10,112.08999999999999,273.0
2011,2,93,Flushing Meadows-Corona Park,117,Hammels/Arverne,Queens,Queens,1,9.5,25.7
2011,2,64,Douglaston,98,Fresh Meadows,Queens,Queens,1,4.92,14.9
2011,2,48,Clinton East,34,Brooklyn Navy Yard,Manhattan,Brooklyn,15,113.97000000000001,339.1
2011,2,70,East Elmhurst,33,Brooklyn Heights,Queens,Brooklyn,5,54.22,127.30000000000001
2011,2,76,East New York,77,East New York/Pennsylvania Avenue,Brooklyn,Brooklyn,13,60.92,177.3
2011,2,36,Bushwick North,113,Greenwich Village North,Brooklyn,Manhattan,7,37.849999999999994,119.9
2011,2,94,Fordham South,126,Hunts Point,Bronx,Bronx,2,7.6,24.6
2011,2,50,Clinton West,78,East Tremont,Manhattan,Bronx,11,118.96000000000001,292.3
2011,2,106,Gowanus,62,Crown Heights South,Brooklyn,Brooklyn,8,22.39,81.6
2011,2,95,Forest Hills,24,Bloomingdale,Queens,Manhattan,1,12.9,30.5
2011,2,89,Flatbush/Ditmas Park,69,East Concourse/Concourse Village,Brooklyn,Bronx,2,18.72,79.8
2011,2,112,Greenpoint,111,Green-Wood Cemetery,Brooklyn,Brooklyn,1,3.35,10.9
2011,2,70,East Elmhurst,50,Clinton West,Queens,Manhattan,5,49.86,131.29999999999998
2011,2,18,Bedford Park,20,Belmont,Bronx,Bronx,9,19.64,74.5
2011,2,56,Corona,53,College Point,Queens,Queens,3,10.28,32.300000000000004
2011,2,12,Battery Park,67,Dyker Heights,Manhattan,Brooklyn,1,8.1,19.7
2011,2,22,Bensonhurst West,108,Gravesend,Brooklyn,Brooklyn,3,6.75,26.700000000000003
2011,2,61,Crown Heights North,10,Baisley Park,Brooklyn,Queens,1,9.25,22.1
2011,2,93,Flushing Meadows-Corona Park,64,Douglaston,Queens,Queens,1,0.55,5.3
2011,2,54,Columbia Street,123,Homecrest,Brooklyn,Brooklyn,1,21.53,47.3
2011,2,50,Clinton West,109,Great Kills,Manhattan,Staten Island,1,22.7,51.7
2011,2,40,Carroll Gardens,40,Carroll Gardens,Brooklyn,Brooklyn,461,544.1099999999997,2929.6999999999985
2011,2,54,Columbia Street,107,Gramercy,Brooklyn,Manhattan,7,38.81,115.9
2011,2,65,Downtown Brooklyn/MetroTech,40,Carroll Gardens,Brooklyn,Brooklyn,137,215.05000000000004,994.8999999999999
2011,2,66,DUMBO/Vinegar Hill,48,Clinton East,Brooklyn,Manhattan,87,525.8999999999999,1572.3000000000002
2011,2,7,Astoria,113,Greenwich Village North,Queens,Manhattan,108,677.7300000000001,1803.6000000000006
2011,2,43,Central Park,102,Glendale,Manhattan,Queens,10,102.78000000000003,277.8
2011,2,87,Financial District North,73,East Flushing,Manhattan,Queens,4,63.73,145.2
2011,2,112,Greenpoint,74,East Harlem North,Brooklyn,Manhattan,17,134.88,353.3
2011,2,87,Financial District North,111,Green-Wood Cemetery,Manhattan,Brooklyn,2,10.71,28.6
2011,2,68,East Chelsea,9,Auburndale,Manhattan,Queens,12,180.9,423.19999999999993
2011,2,39,Canarsie,91,Flatlands,Brooklyn,Brooklyn,12,34.43000000000001,123.99999999999999
2011,2,74,East Harlem North,92,Flushing,Manhattan,Queens,5,51.34,122.1
2011,2,75,East Harlem South,62,Crown Heights South,Manhattan,Brooklyn,4,48.84,129.60000000000002
2011,2,7,Astoria,57,Corona,Queens,Queens,8,41.1,116.4
2011,2,125,Hudson Sq,46,City Island,Manhattan,Bronx,1,21.1,46.1
2011,2,49,Clinton Hill,55,Coney Island,Brooklyn,Brooklyn,1,14.9,34.1
2011,2,80,East Williamsburg,123,Homecrest,Brooklyn,Brooklyn,2,23.07,55.4
2011,2,83,Elmhurst/Maspeth,24,Bloomingdale,Queens,Manhattan,1,8.4,20.9
2011,2,93,Flushing Meadows-Corona Park,24,Bloomingdale,Queens,Manhattan,2,22.5,90.0
2011,2,111,Green-Wood Cemetery,43,Central Park,Brooklyn,Manhattan,1,0.83,5.3
2011,2,10,Baisley Park,86,Far Rockaway,Queens,Queens,1,15.81,57.5
2011,2,20,Belmont,32,Bronxdale,Bronx,Bronx,1,1.41,6.9
2011,2,108,Gravesend,26,Borough Park,Brooklyn,Brooklyn,1,3.06,9.7
2011,2,12,Battery Park,126,Hunts Point,Manhattan,Bronx,1,14.01,31.7
2011,2,107,Gramercy,68,East Chelsea,Manhattan,Manhattan,10591,15177.00000000012,78748.3999999999
2011,2,79,East Village,13,Battery Park City,Manhattan,Manhattan,3022,9679.55000000001,33983.399999999994
2011,2,72,East Flatbush/Remsen Village,38,Cambria Heights,Brooklyn,Queens,1,14.1,32.1
2011,2,125,Hudson Sq,116,Hamilton Heights,Manhattan,Manhattan,165,1455.55,3737.299999999999
2011,2,114,Greenwich Village South,127,Inwood,Manhattan,Manhattan,83,1000.9099999999994,2462.3
2011,2,97,Fort Greene,13,Battery Park City,Brooklyn,Manhattan,45,172.88,572.5
2011,2,48,Clinton East,76,East New York,Manhattan,Brooklyn,30,419.1600000000001,1062.2
2011,2,49,Clinton Hill,40,Carroll Gardens,Brooklyn,Brooklyn,60,145.56,549.5999999999999
2011,2,116,Hamilton Heights,79,East Village,Manhattan,Manhattan,89,803.8799999999997,2136.8999999999996
2011,2,80,East Williamsburg,95,Forest Hills,Brooklyn,Queens,22,151.06999999999996,393.4000000000001
2011,2,100,Garment District,16,Bayside,Manhattan,Queens,45,659.74,1514.5
2011,2,60,Crotona Park East,41,Central Harlem,Bronx,Manhattan,4,20.68,67.2
2011,2,83,Elmhurst/Maspeth,45,Chinatown,Queens,Manhattan,6,43.13000000000001,122.19999999999999
2011,2,95,Forest Hills,43,Central Park,Queens,Manhattan,5,47.24999999999999,128.9
2011,2,82,Elmhurst,50,Clinton West,Queens,Manhattan,11,81.08,250.4
2011,2,13,Battery Park City,126,Hunts Point,Manhattan,Bronx,8,101.36,238.4
2011,2,83,Elmhurst/Maspeth,68,East Chelsea,Queens,Manhattan,6,31.77,109.4
2011,2,92,Flushing,100,Garment District,Queens,Manhattan,6,67.54,165.4
2011,2,119,Highbridge,126,Hunts Point,Bronx,Bronx,3,13.77,43.1
2011,2,113,Greenwich Village North,57,Corona,Manhattan,Queens,5,63.35000000000001,155.7
2011,2,36,Bushwick North,14,Bay Ridge,Brooklyn,Brooklyn,1,15.84,36.1
2011,2,47,Claremont/Bathgate,59,Crotona Park,Bronx,Bronx,9,18.800000000000004,73.3
2011,2,28,Briarwood/Jamaica Hills,10,Baisley Park,Queens,Queens,2,5.46,17.4
2011,2,14,Bay Ridge,114,Greenwich Village South,Brooklyn,Manhattan,1,8.32,19.7
2011,2,120,Highbridge Park,116,Hamilton Heights,Manhattan,Manhattan,3,17.13,51.099999999999994
2011,2,13,Battery Park City,119,Highbridge,Manhattan,Bronx,2,25.9,69.80000000000001
2011,2,70,East Elmhurst,77,East New York/Pennsylvania Avenue,Queens,Brooklyn,1,10.6,24.1
2011,2,113,Greenwich Village North,61,Crown Heights North,Manhattan,Brooklyn,276,1630.4400000000003,5128.79
2011,2,90,Flatiron,7,Astoria,Manhattan,Queens,898,5422.1600000000035,15688.600000000008
2011,2,90,Flatiron,61,Crown Heights North,Manhattan,Brooklyn,322,2178.4199999999996,6668.599999999999
2011,2,107,Gramercy,100,Garment District,Manhattan,Manhattan,6669,10494.59000000001,53042.00000000015
2011,2,97,Fort Greene,72,East Flatbush/Remsen Village,Brooklyn,Brooklyn,15,69.02,237.90000000000006
2011,2,4,Alphabet City,72,East Flatbush/Remsen Village,Manhattan,Brooklyn,4,26.29,94.0
2011,2,13,Battery Park City,1,Newark Airport,Manhattan,EWR,250,3671.740000000001,12719.299999999996
2011,2,52,Cobble Hill,114,Greenwich Village South,Brooklyn,Manhattan,160,638.53,2186.399999999999
2011,2,12,Battery Park,43,Central Park,Manhattan,Manhattan,50,353.58000000000004,982.2000000000002
2011,2,71,East Flatbush/Farragut,90,Flatiron,Brooklyn,Manhattan,2,12.71,45.0
2011,2,97,Fort Greene,80,East Williamsburg,Brooklyn,Brooklyn,181,670.4299999999997,2101.7
2011,2,66,DUMBO/Vinegar Hill,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,26,141.89000000000001,455.00000000000006
2011,2,83,Elmhurst/Maspeth,89,Flatbush/Ditmas Park,Queens,Brooklyn,6,71.02,185.00000000000003
2011,2,95,Forest Hills,79,East Village,Queens,Manhattan,26,269.8,673.4
2011,2,114,Greenwich Village South,55,Coney Island,Manhattan,Brooklyn,13,205.34000000000003,482.09999999999997
2011,2,112,Greenpoint,125,Hudson Sq,Brooklyn,Manhattan,32,143.78,444.8000000000001
2011,2,75,East Harlem South,63,Cypress Hills,Manhattan,Brooklyn,2,27.87,74.6
2011,2,34,Brooklyn Navy Yard,87,Financial District North,Brooklyn,Manhattan,2,16.22,44.2
2011,2,44,Charleston/Tottenville,44,Charleston/Tottenville,Staten Island,Staten Island,7,2.6999999999999997,301.70000000000005
2011,2,82,Elmhurst,36,Bushwick North,Queens,Brooklyn,6,31.71,90.60000000000001
2011,2,21,Bensonhurst East,11,Bath Beach,Brooklyn,Brooklyn,3,7.1899999999999995,25.1
2011,2,39,Canarsie,14,Bay Ridge,Brooklyn,Brooklyn,1,12.5,27.7
2011,2,94,Fordham South,46,City Island,Bronx,Bronx,1,7.14,19.7
2011,2,59,Crotona Park,94,Fordham South,Bronx,Bronx,1,3.26,13.3
2011,2,49,Clinton Hill,10,Baisley Park,Brooklyn,Queens,1,13.79,30.5
2011,2,43,Central Park,67,Dyker Heights,Manhattan,Brooklyn,1,16.23,37.7
2011,2,53,College Point,13,Battery Park City,Queens,Manhattan,1,13.3,32.1
2011,2,125,Hudson Sq,45,Chinatown,Manhattan,Manhattan,528,682.9100000000007,3649.2000000000007
2011,2,100,Garment District,7,Astoria,Manhattan,Queens,793,4057.730000000004,12537.000000000007
2011,2,107,Gramercy,112,Greenpoint,Manhattan,Brooklyn,766,3611.4999999999936,11157.399999999996
2011,2,113,Greenwich Village North,7,Astoria,Manhattan,Queens,647,4107.230000000003,11824.699999999977
2011,2,79,East Village,123,Homecrest,Manhattan,Brooklyn,55,734.74,1802.3000000000002
2011,2,113,Greenwich Village North,6,Arrochar/Fort Wadsworth,Manhattan,Staten Island,3,29.209999999999997,98.7
2011,2,107,Gramercy,14,Bay Ridge,Manhattan,Brooklyn,269,3091.9500000000003,7626.500000000002
2011,2,100,Garment District,95,Forest Hills,Manhattan,Queens,281,2677.17,6868.600000000001
2011,2,113,Greenwich Village North,34,Brooklyn Navy Yard,Manhattan,Brooklyn,46,208.73999999999995,701.0000000000001
2011,2,36,Bushwick North,82,Elmhurst,Brooklyn,Queens,5,39.9,111.4
2011,2,123,Homecrest,4,Alphabet City,Brooklyn,Manhattan,1,4.2,12.5
2011,2,40,Carroll Gardens,89,Flatbush/Ditmas Park,Brooklyn,Brooklyn,61,280.06000000000006,860.4999999999999
2011,2,50,Clinton West,34,Brooklyn Navy Yard,Manhattan,Brooklyn,1,8.5,27.3
2011,2,13,Battery Park City,23,Bloomfield/Emerson Hill,Manhattan,Staten Island,9,125.72999999999999,323.59999999999997
2011,2,36,Bushwick North,90,Flatiron,Brooklyn,Manhattan,10,67.85999999999999,193.0
2011,2,63,Cypress Hills,21,Bensonhurst East,Brooklyn,Brooklyn,1,12.7,31.3
2011,2,45,Chinatown,72,East Flatbush/Remsen Village,Manhattan,Brooklyn,4,32.06,94.4
2011,2,43,Central Park,93,Flushing Meadows-Corona Park,Manhattan,Queens,5,64.45,158.1
2011,2,97,Fort Greene,20,Belmont,Brooklyn,Bronx,1,16.8,39.3
2011,2,71,East Flatbush/Farragut,33,Brooklyn Heights,Brooklyn,Brooklyn,1,2.47,8.9
2011,2,36,Bushwick North,10,Baisley Park,Brooklyn,Queens,1,7.5,21.3
2011,2,112,Greenpoint,53,College Point,Brooklyn,Queens,3,28.43,70.3
2011,2,125,Hudson Sq,78,East Tremont,Manhattan,Bronx,2,26.78,66.6
2011,2,89,Flatbush/Ditmas Park,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,3,12.04,44.7
2011,2,98,Fresh Meadows,113,Greenwich Village North,Queens,Manhattan,1,1.4,33.7
2011,2,7,Astoria,60,Crotona Park East,Queens,Bronx,1,10.1,25.7
2011,2,114,Greenwich Village South,94,Fordham South,Manhattan,Bronx,1,13.28,32.5
2011,2,16,Bayside,19,Bellerose,Queens,Queens,1,5.2,16.1
2011,2,7,Astoria,29,Brighton Beach,Queens,Brooklyn,2,19.1,85.8
2011,2,112,Greenpoint,80,East Williamsburg,Brooklyn,Brooklyn,945,1281.489999999999,5782.900000000002
2011,2,75,East Harlem South,80,East Williamsburg,Manhattan,Brooklyn,31,281.93,736.6999999999999
2011,2,52,Cobble Hill,54,Columbia Street,Brooklyn,Brooklyn,102,105.86000000000003,536.6000000000003
2011,2,4,Alphabet City,125,Hudson Sq,Manhattan,Manhattan,701,1224.630000000001,5858.100000000004
2011,2,45,Chinatown,36,Bushwick North,Manhattan,Brooklyn,25,131.44,412.9
2011,2,43,Central Park,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,22,327.31,806.5999999999999
2011,2,75,East Harlem South,45,Chinatown,Manhattan,Manhattan,71,533.9299999999998,1432.6999999999994
2011,2,83,Elmhurst/Maspeth,80,East Williamsburg,Queens,Brooklyn,19,96.48999999999998,283.09999999999997
2011,2,49,Clinton Hill,107,Gramercy,Brooklyn,Manhattan,49,226.46000000000006,746.0999999999998
2011,2,79,East Village,72,East Flatbush/Remsen Village,Manhattan,Brooklyn,24,209.44999999999993,616.0000000000001
2011,2,100,Garment District,119,Highbridge,Manhattan,Bronx,45,417.93000000000006,1066.5
2011,2,82,Elmhurst,10,Baisley Park,Queens,Queens,3,34.25,88.3
2011,2,25,Boerum Hill,74,East Harlem North,Brooklyn,Manhattan,32,345.61000000000007,833.1999999999999
2011,2,74,East Harlem North,1,Newark Airport,Manhattan,EWR,6,149.25,423.3999999999999
2011,2,112,Greenpoint,75,East Harlem South,Brooklyn,Manhattan,21,140.58,375.69999999999993
2011,2,88,Financial District South,12,Battery Park,Manhattan,Manhattan,40,33.58,260.9
2011,2,97,Fort Greene,39,Canarsie,Brooklyn,Brooklyn,10,90.72,256.6
2011,2,88,Financial District South,22,Bensonhurst West,Manhattan,Brooklyn,28,295.36999999999995,728.0
2011,2,88,Financial District South,89,Flatbush/Ditmas Park,Manhattan,Brooklyn,43,316.90000000000003,877.1000000000001
2011,2,97,Fort Greene,55,Coney Island,Brooklyn,Brooklyn,6,44.410000000000004,188.59999999999997
2011,2,90,Flatiron,47,Claremont/Bathgate,Manhattan,Bronx,10,104.64,285.40000000000003
2011,2,61,Crown Heights North,76,East New York,Brooklyn,Brooklyn,20,74.52000000000001,248.79999999999998
2011,2,90,Flatiron,32,Bronxdale,Manhattan,Bronx,13,199.08000000000004,467.70000000000005
2011,2,17,Bedford,66,DUMBO/Vinegar Hill,Brooklyn,Brooklyn,13,36.519999999999996,124.9
2011,2,107,Gramercy,8,Astoria Park,Manhattan,Queens,7,43.39,119.5
2011,2,41,Central Harlem,12,Battery Park,Manhattan,Manhattan,8,74.96,191.60000000000002
2011,2,91,Flatlands,35,Brownsville,Brooklyn,Brooklyn,2,3.72,21.0
2011,2,2,Jamaica Bay,35,Brownsville,Queens,Brooklyn,1,19.99,45.0
2011,2,82,Elmhurst,97,Fort Greene,Queens,Brooklyn,3,35.980000000000004,85.5
2011,2,100,Garment District,120,Highbridge Park,Manhattan,Manhattan,7,57.96000000000001,150.3
2011,2,121,Hillcrest/Pomonok,88,Financial District South,Queens,Manhattan,1,4.9,16.5
2011,2,77,East New York/Pennsylvania Avenue,70,East Elmhurst,Brooklyn,Queens,1,11.67,26.1
2011,2,42,Central Harlem North,33,Brooklyn Heights,Manhattan,Brooklyn,6,77.33,197.0
2011,2,43,Central Park,51,Co-Op City,Manhattan,Bronx,3,44.01,106.69999999999999
2011,2,42,Central Harlem North,94,Fordham South,Manhattan,Bronx,3,13.3,41.1
2011,2,49,Clinton Hill,116,Hamilton Heights,Brooklyn,Manhattan,4,54.47,132.8
2011,2,69,East Concourse/Concourse Village,78,East Tremont,Bronx,Bronx,3,21.5,55.900000000000006
2011,2,49,Clinton Hill,127,Inwood,Brooklyn,Manhattan,3,50.53,117.9
2011,2,50,Clinton West,44,Charleston/Tottenville,Manhattan,Staten Island,1,27.9,64.5
2011,2,53,College Point,74,East Harlem North,Queens,Manhattan,3,30.990000000000002,76.69999999999999
2011,2,92,Flushing,25,Boerum Hill,Queens,Brooklyn,1,14.39,33.7
2011,2,122,Hollis,64,Douglaston,Queens,Queens,1,2.22,8.5
